"Requirement ID";"File name";"Line number in file"
"DRE-DMX-FW-REQ-0190";"register_mgt.vhd";"330"
"DRE-DMX-FW-REQ-0190";"squid_data_proc_mem.vhd";"339"
"DRE-DMX-FW-REQ-0200";"ep_cmd_tx_wd.vhd";"222"
"DRE-DMX-FW-REQ-0200";"register_mgt.vhd";"331"
"DRE-DMX-FW-REQ-0200";"sqm_fbk_mgt.vhd";"449"
"DRE-DMX-FW-REQ-0200";"squid_data_proc_mem.vhd";"280"
"DRE-DMX-FW-REQ-0210";"ep_cmd_tx_wd.vhd";"230"
"DRE-DMX-FW-REQ-0210";"register_mgt.vhd";"332"
"DRE-DMX-FW-REQ-0210";"register_mgt.vhd";"518"
"DRE-DMX-FW-REQ-0210";"sqm_fbk_mgt.vhd";"489"
"DRE-DMX-FW-REQ-0210";"sqm_fbk_mgt.vhd";"610"
"DRE-DMX-FW-REQ-0220";"sqm_dac_mgt.vhd";"320"
"DRE-DMX-FW-REQ-0230";"ep_cmd_tx_wd.vhd";"261"
"DRE-DMX-FW-REQ-0230";"pkg_project.vhd";"309"
"DRE-DMX-FW-REQ-0230";"register_mgt.vhd";"333"
"DRE-DMX-FW-REQ-0230";"sqm_dac_mgt.vhd";"234"
"DRE-DMX-FW-REQ-0240";"rst_clk_mgt.vhd";"157"
"DRE-DMX-FW-REQ-0240";"rst_clk_mgt.vhd";"173"
"DRE-DMX-FW-REQ-0240";"sqm_dac_mgt.vhd";"321"
"DRE-DMX-FW-REQ-0250";"rst_clk_mgt.vhd";"174"
"DRE-DMX-FW-REQ-0260";"dmx_cmd.vhd";"116"
"DRE-DMX-FW-REQ-0260";"rst_clk_mgt.vhd";"158"
"DRE-DMX-FW-REQ-0270";"pkg_project.vhd";"43"
"DRE-DMX-FW-REQ-0270";"pll.vhd";"200"
"DRE-DMX-FW-REQ-0270";"rst_clk_mgt.vhd";"175"
"DRE-DMX-FW-REQ-0275";"pkg_project.vhd";"310"
"DRE-DMX-FW-REQ-0275";"sqm_dac_mgt.vhd";"176"
"DRE-DMX-FW-REQ-0280";"ep_cmd_tx_wd.vhd";"246"
"DRE-DMX-FW-REQ-0280";"register_mgt.vhd";"267"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"276"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"299"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"325"
"DRE-DMX-FW-REQ-0285";"sqm_dac_mgt.vhd";"207"
"DRE-DMX-FW-REQ-0285";"sqm_fbk_mgt.vhd";"398"
"DRE-DMX-FW-REQ-0290";"ep_cmd_tx_wd.vhd";"238"
"DRE-DMX-FW-REQ-0290";"ep_cmd_tx_wd.vhd";"242"
"DRE-DMX-FW-REQ-0290";"register_mgt.vhd";"268"
"DRE-DMX-FW-REQ-0290";"sqa_dac_mgt.vhd";"398"
"DRE-DMX-FW-REQ-0290";"sqa_fbk_mgt.vhd";"496"
"DRE-DMX-FW-REQ-0300";"ep_cmd_tx_wd.vhd";"234"
"DRE-DMX-FW-REQ-0300";"register_mgt.vhd";"334"
"DRE-DMX-FW-REQ-0300";"sqa_fbk_mgt.vhd";"433"
"DRE-DMX-FW-REQ-0325";"sqa_fbk_mgt.vhd";"531"
"DRE-DMX-FW-REQ-0330";"ep_cmd_tx_wd.vhd";"176"
"DRE-DMX-FW-REQ-0330";"register_mgt.vhd";"217"
"DRE-DMX-FW-REQ-0330";"register_mgt.vhd";"519"
"DRE-DMX-FW-REQ-0330";"sqa_fbk_mgt.vhd";"472"
"DRE-DMX-FW-REQ-0330";"sqa_fbk_mgt.vhd";"497"
"DRE-DMX-FW-REQ-0340";"pkg_project.vhd";"85"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"399"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"429"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"460"
"DRE-DMX-FW-REQ-0350";"sqa_dac_mgt.vhd";"430"
"DRE-DMX-FW-REQ-0360";"pkg_project.vhd";"86"
"DRE-DMX-FW-REQ-0360";"sqa_dac_mgt.vhd";"483"
"DRE-DMX-FW-REQ-0360";"sqa_fbk_mgt.vhd";"473"
"DRE-DMX-FW-REQ-0370";"sqa_dac_mgt.vhd";"359"
"DRE-DMX-FW-REQ-0370";"sqa_dac_mgt.vhd";"400"
"DRE-DMX-FW-REQ-0375";"sqa_dac_mgt.vhd";"333"
"DRE-DMX-FW-REQ-0375";"sqa_fbk_mgt.vhd";"355"
"DRE-DMX-FW-REQ-0380";"ep_cmd_tx_wd.vhd";"250"
"DRE-DMX-FW-REQ-0380";"register_mgt.vhd";"269"
"DRE-DMX-FW-REQ-0380";"sqa_fbk_mgt.vhd";"262"
"DRE-DMX-FW-REQ-0380";"sqa_fbk_mgt.vhd";"285"
"DRE-DMX-FW-REQ-0380";"sqa_fbk_mgt.vhd";"311"
"DRE-DMX-FW-REQ-0385";"sqa_fbk_mgt.vhd";"383"
"DRE-DMX-FW-REQ-0390";"squid_data_proc.vhd";"577"
"DRE-DMX-FW-REQ-0390";"squid_data_proc.vhd";"617"
"DRE-DMX-FW-REQ-0400";"relock.vhd";"117"
"DRE-DMX-FW-REQ-0400";"relock.vhd";"346"
"DRE-DMX-FW-REQ-0400";"squid_data_proc.vhd";"525"
"DRE-DMX-FW-REQ-0400";"squid_data_proc.vhd";"694"
"DRE-DMX-FW-REQ-0410";"ep_cmd_tx_wd.vhd";"268"
"DRE-DMX-FW-REQ-0410";"register_mgt.vhd";"270"
"DRE-DMX-FW-REQ-0420";"ep_cmd_tx_wd.vhd";"272"
"DRE-DMX-FW-REQ-0420";"register_mgt.vhd";"271"
"DRE-DMX-FW-REQ-0430";"ep_cmd_tx_wd.vhd";"195"
"DRE-DMX-FW-REQ-0430";"relock.vhd";"285"
"DRE-DMX-FW-REQ-0435";"ep_cmd_tx_wd.vhd";"276"
"DRE-DMX-FW-REQ-0435";"register_mgt.vhd";"335"
"DRE-DMX-FW-REQ-0435";"relock.vhd";"186"
"DRE-DMX-FW-REQ-0435";"relock.vhd";"252"
"DRE-DMX-FW-REQ-0440";"ep_cmd_tx_wd.vhd";"180"
"DRE-DMX-FW-REQ-0440";"register_mgt.vhd";"336"
"DRE-DMX-FW-REQ-0440";"test_pattern_gen.vhd";"201"
"DRE-DMX-FW-REQ-0450";"sqm_fbk_mgt.vhd";"611"
"DRE-DMX-FW-REQ-0455";"sqa_fbk_mgt.vhd";"498"
"DRE-DMX-FW-REQ-0460";"science_data_mgt.vhd";"409"
"DRE-DMX-FW-REQ-0510";"ep_cmd.vhd";"198"
"DRE-DMX-FW-REQ-0510";"register_mgt.vhd";"447"
"DRE-DMX-FW-REQ-0520";"ep_cmd_tx_wd.vhd";"202"
"DRE-DMX-FW-REQ-0530";"ep_cmd_tx_wd.vhd";"206"
"DRE-DMX-FW-REQ-0540";"ep_cmd_tx_wd.vhd";"191"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"135"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"211"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"87"
"DRE-DMX-FW-REQ-0550";"hk_mgt.vhd";"136"
"DRE-DMX-FW-REQ-0550";"pkg_project.vhd";"87"
"DRE-DMX-FW-REQ-0560";"hk_mgt.vhd";"188"
"DRE-DMX-FW-REQ-0560";"pkg_project.vhd";"88"
"DRE-DMX-FW-REQ-0570";"hk_mgt.vhd";"137"
"DRE-DMX-FW-REQ-0570";"hk_mgt.vhd";"88"
"DRE-DMX-FW-REQ-0580";"ep_cmd_tx_wd.vhd";"169"
"DRE-DMX-FW-REQ-0580";"register_mgt.vhd";"164"
"DRE-DMX-FW-REQ-0580";"science_data_mgt.vhd";"410"
"DRE-DMX-FW-REQ-0590";"pkg_project.vhd";"352"
"DRE-DMX-FW-REQ-0590";"science_data_mgt.vhd";"497"
"REG_AMP_SQ_OFFSET_MODE";"ep_cmd_tx_wd.vhd";"175"
"REG_AMP_SQ_OFFSET_MODE";"register_mgt.vhd";"216"
"REG_BOXCAR_LENGTH";"ep_cmd_tx_wd.vhd";"186"
"REG_BOXCAR_LENGTH";"register_mgt.vhd";"234"
"REG_CY_A";"ep_cmd_tx_wd.vhd";"209"
"REG_CY_A";"register_mgt.vhd";"318"
"REG_CY_A";"squid_data_proc_mem.vhd";"104"
"REG_CY_AMP_SQ_OFFSET_COARSE";"ep_cmd_tx_wd.vhd";"237"
"REG_CY_AMP_SQ_OFFSET_COARSE";"register_mgt.vhd";"257"
"REG_CY_AMP_SQ_OFFSET_DAC_DELAY";"ep_cmd_tx_wd.vhd";"249"
"REG_CY_AMP_SQ_OFFSET_DAC_DELAY";"register_mgt.vhd";"260"
"REG_CY_AMP_SQ_OFFSET_FINE";"ep_cmd_tx_wd.vhd";"233"
"REG_CY_AMP_SQ_OFFSET_FINE";"register_mgt.vhd";"324"
"REG_CY_AMP_SQ_OFFSET_FINE";"sqa_fbk_mgt.vhd";"432"
"REG_CY_AMP_SQ_OFFSET_LSB";"ep_cmd_tx_wd.vhd";"241"
"REG_CY_AMP_SQ_OFFSET_LSB";"register_mgt.vhd";"258"
"REG_CY_AMP_SQ_OFFSET_MUX_DELAY";"ep_cmd_tx_wd.vhd";"253"
"REG_CY_AMP_SQ_OFFSET_MUX_DELAY";"register_mgt.vhd";"261"
"REG_CY_DELOCK_COUNTERS";"ep_cmd_tx_wd.vhd";"275"
"REG_CY_DELOCK_COUNTERS";"register_mgt.vhd";"326"
"REG_CY_DELOCK_COUNTERS";"relock.vhd";"187"
"REG_CY_KI_KNORM";"ep_cmd_tx_wd.vhd";"213"
"REG_CY_KI_KNORM";"register_mgt.vhd";"319"
"REG_CY_KI_KNORM";"squid_data_proc_mem.vhd";"163"
"REG_CY_KNORM";"ep_cmd_tx_wd.vhd";"217"
"REG_CY_KNORM";"register_mgt.vhd";"320"
"REG_CY_KNORM";"squid_data_proc_mem.vhd";"222"
"REG_CY_MUX_SQ_FB_DELAY";"ep_cmd_tx_wd.vhd";"245"
"REG_CY_MUX_SQ_FB_DELAY";"register_mgt.vhd";"259"
"REG_CY_MUX_SQ_FB_MODE";"ep_cmd_tx_wd.vhd";"229"
"REG_CY_MUX_SQ_FB_MODE";"register_mgt.vhd";"323"
"REG_CY_MUX_SQ_FB_MODE";"sqm_fbk_mgt.vhd";"490"
"REG_CY_MUX_SQ_FB0";"ep_cmd_tx_wd.vhd";"221"
"REG_CY_MUX_SQ_FB0";"register_mgt.vhd";"321"
"REG_CY_MUX_SQ_FB0";"sqm_fbk_mgt.vhd";"450"
"REG_CY_MUX_SQ_FB0";"squid_data_proc_mem.vhd";"281"
"REG_CY_MUX_SQ_LOCKPOINT_V";"ep_cmd_tx_wd.vhd";"225"
"REG_CY_MUX_SQ_LOCKPOINT_V";"register_mgt.vhd";"322"
"REG_CY_MUX_SQ_LOCKPOINT_V";"squid_data_proc_mem.vhd";"340"
"REG_CY_PULSE_SHAPING";"ep_cmd_tx_wd.vhd";"260"
"REG_CY_PULSE_SHAPING";"register_mgt.vhd";"325"
"REG_CY_PULSE_SHAPING";"sqm_dac_mgt.vhd";"233"
"REG_CY_PULSE_SHAPING_SEL";"ep_cmd_tx_wd.vhd";"264"
"REG_CY_PULSE_SHAPING_SEL";"register_mgt.vhd";"263"
"REG_CY_RELOCK_DELAY";"ep_cmd_tx_wd.vhd";"267"
"REG_CY_RELOCK_DELAY";"register_mgt.vhd";"264"
"REG_CY_RELOCK_THRESHOLD";"ep_cmd_tx_wd.vhd";"271"
"REG_CY_RELOCK_THRESHOLD";"register_mgt.vhd";"265"
"REG_CY_SAMPLING_DELAY";"ep_cmd_tx_wd.vhd";"256"
"REG_CY_SAMPLING_DELAY";"register_mgt.vhd";"262"
"REG_DATA_ACQ_MODE";"ep_cmd_tx_wd.vhd";"168"
"REG_DATA_ACQ_MODE";"register_mgt.vhd";"163"
"REG_DELOCK_FLAG";"ep_cmd_tx_wd.vhd";"194"
"REG_EP_CMD_ERR_ADD";"ep_cmd_tx_wd.vhd";"317"
"REG_EP_CMD_ERR_DIS";"register_mgt.vhd";"482"
"REG_EP_CMD_ERR_IN";"hk_mgt.vhd";"263"
"REG_EP_CMD_ERR_IN";"register_mgt.vhd";"495"
"REG_EP_CMD_ERR_LGT";"ep_cmd.vhd";"280"
"REG_EP_CMD_ERR_OUT";"ep_cmd.vhd";"300"
"REG_EP_CMD_ERR_WRT";"ep_cmd.vhd";"287"
"REG_FW_Version";"ep_cmd_tx_wd.vhd";"201"
"REG_HKEEP";"ep_cmd_tx_wd.vhd";"190"
"REG_HKEEP";"hk_mgt.vhd";"210"
"REG_HKEEP";"register_mgt.vhd";"442"
"REG_HW_Version";"ep_cmd_tx_wd.vhd";"205"
"REG_MUX_SQ_FB_ON_OFF";"ep_cmd_tx_wd.vhd";"172"
"REG_MUX_SQ_FB_ON_OFF";"register_mgt.vhd";"228"
"REG_Status";"ep_cmd.vhd";"332"
"REG_Status";"ep_cmd_tx_wd.vhd";"198"
"REG_Status";"pkg_ep_cmd.vhd";"52"
"REG_TEST_PATTERN";"ep_cmd_tx_wd.vhd";"179"
"REG_TEST_PATTERN";"register_mgt.vhd";"317"
"REG_TEST_PATTERN";"test_pattern_gen.vhd";"200"
"REG_TEST_PATTERN_ENABLE";"ep_cmd_tx_wd.vhd";"183"
"REG_TEST_PATTERN_ENABLE";"register_mgt.vhd";"182"
